label	lnSize.median	lnLife.median	lnSize.low	lnLife.low	lnSize.high	lnLife.high	lnK1	lnK2	log2CancerSucceptabilityChange	label_clean
1873	5.57591	2.18083	5.04284	1.95855	6.20023	2.45268	18.66089	19.36566	1.01676818396732	NA
1408	11.7331	3.53823	10.8721	3.15723	12.5879	3.85232	32.96248	33.66716	1.01663834141364	NA
Saguinus_bicolor	6.20617	2.94444	6.20617	2.94444	6.20617	2.94444	23.87281	24.57665	1.01542647757928	NA
1971	3.63489	1.73637	2.70491	1.27826	4.93333	2.1968	14.05311	14.75055	1.0061932293176	NA
Pteropus_lylei	5.76754	3.01553	5.76754	3.01553	5.76754	3.01553	23.86072	24.55682	1.00426001796281	NA
Eubalaena_glacialis	16.951	4.20469	16.951	4.20469	16.951	4.20469	42.17914	42.87124	0.998489237799248	NA
Muntiacus_muntjak	9.95228	2.93386	9.95228	2.93386	9.95228	2.93386	27.55544	28.24525	0.995185466155618	NA
1271	8.05584	2.82101	6.84549	2.55984	9.01131	3.12132	24.9819	25.66947	0.991953829264027	NA
2015	3.03548	1.56312	1.92198	1.10962	4.34752	2.09836	12.4142	13.10162	0.991737425007891	NA
Sorex_unguiculatus	2.64688	0.405465	2.64688	0.405465	2.64688	0.405465	5.07967	5.767016	0.991630665574866	NA
Acomys_wilsoni	2.99573	1.72277	2.99573	1.72277	2.99573	1.72277	13.33235	14.01181	0.980253572482415	NA
1541	10.63	3.01878	10.0433	2.85181	11.3981	3.20142	28.74268	29.42178	0.979734202267693	NA
Diphylla_ecaudata	3.33613	2.07944	3.33613	2.07944	3.33613	2.07944	15.81277	16.49134	0.978969573896023	NA
1878	5.11054	2.12974	4.80446	2.00121	5.4529	2.29087	17.88898	18.56743	0.978796450491117	NA
Phacochoerus_aethiopicus	11.2333	2.93386	11.2333	2.93386	11.2333	2.93386	28.83646	29.51148	0.973848006500866	NA
1248	11.9479	3.2648	11.5103	3.08131	12.3701	3.44238	31.5367	32.21112	0.972982389476336	NA
Monachus_monachus	12.5943	3.16548	12.5943	3.16548	12.5943	3.16548	31.58718	32.2587	0.968798573857761	NA
1599	4.69812	2.46464	3.6916	1.96752	5.80202	3.00552	19.48596	20.15484	0.964989858949806	NA
1711	7.46617	3.33474	6.65486	3.03284	8.38045	3.66642	27.47461	28.1417	0.962407434826616	NA
2278	5.46382	2.10956	4.01656	1.62855	6.83576	2.6847	18.12118	18.78421	0.956550092960612	NA
Panthera_pardus	10.8921	3.30689	10.8921	3.30689	10.8921	3.30689	30.73344	31.3963	0.95630483480366	NA
1857	5.79592	2.12035	4.7161	1.61681	6.89723	2.60353	18.51802	19.17113	0.94223855815499	NA
1874	5.58899	2.07039	5.05529	1.7931	6.17437	2.34282	18.01133	18.66089	0.937116990759833	NA
1905	3.94256	1.83701	2.8574	1.32749	5.10481	2.32299	14.96462	15.61285	0.935198206355452	NA
1482	11.3552	2.97728	10.9392	2.73398	12.0769	3.20824	29.21888	29.86458	0.931548187902003	NA
Bubalus_quarlesi	12.1102	3.37417	12.1102	3.37417	12.1102	3.37417	32.35522	33.00076	0.931317356695459	NA
1770	10.6873	4.07051	10.3969	3.91129	11.0404	4.23679	35.11036	35.75548	0.930711424778288	NA
1257	8.06305	2.39538	7.28703	2.02347	8.72688	2.72843	22.43533	23.07963	0.929528414844761	NA
1373	12.7263	3.5848	12.34	3.36703	13.1183	3.81253	34.2351	34.87892	0.928835921225129	NA
1729	6.25433	3.07432	5.63339	2.79084	6.9723	3.39943	24.70025	25.34334	0.927782753845285	NA
Petrogale_lateralis	8.4268	2.48491	8.4268	2.48491	8.4268	2.48491	23.33626	23.97563	0.922415928293177	NA
1719	6.28698	3.09133	5.8209	2.86206	6.78502	3.34379	24.83496	25.47405	0.922011973681727	NA
Macaca_arctoides	9.14399	3.4012	9.14399	3.4012	9.14399	3.4012	29.55119	30.19009	0.92173786162396	NA
Macropus_dorsalis	9.32812	2.70805	9.32812	2.70805	9.32812	2.70805	25.57642	26.21369	0.919386268707306	NA
1288	6.33702	2.40056	5.31441	2.10776	7.23114	2.69151	20.74038	21.37693	0.918347528277867	NA
1692	7.51023	3.218	6.97467	2.88824	8.05604	3.54994	26.81823	27.45138	0.913442365138842	NA
1750	8.84168	3.15407	8.63074	2.98449	9.08473	3.32803	27.7661	28.39879	0.91277872542004	NA
Hemigalus_derbyanus	7.78322	2.77259	7.78322	2.77259	7.78322	2.77259	24.41876	25.05139	0.912692163717587	NA
1814	8.5511	3.41745	8.0637	3.20118	9.05878	3.61182	29.0558	29.68783	0.911826546693057	NA
1872	8.45139	2.50446	8.28015	2.43008	8.62267	2.58385	23.47815	24.10814	0.90888344880964	NA
1152	5.37999	2.28195	3.81841	1.4792	7.02243	2.89608	19.07169	19.69823	0.903906150918569	NA
1974	2.77856	1.75804	2.01091	1.3572	3.73632	2.17276	13.3268	13.94516	0.8921049054841	NA
Spermophilus_citellus	5.98134	1.90211	5.98134	1.90211	5.98134	1.90211	17.394	18.01133	0.890618929591984	NA
1831	5.92267	2.22354	4.0841	1.41782	7.70674	3.07747	19.26391	19.87923	0.8877191125598	NA
1661	2.05985	2.88687	1.41566	2.55808	2.76277	3.2592	19.38107	19.99622	0.887473854402845	Evo-Cai
Tupaia_minor	4.2485	2.50144	4.2485	2.50144	4.2485	2.50144	19.25714	19.87203	0.887098753692211	NA
Cryptomys_hottentotus	4.88658	2.3979	4.88658	2.3979	4.88658	2.3979	19.27398	19.88736	0.884920284180474	NA
Equus_grevyi	12.919	3.43399	12.919	3.43399	12.919	3.43399	33.52294	34.1361	0.884602891271477	NA
Myotis_nattereri	2.0149	3.16548	2.0149	3.16548	2.0149	3.16548	21.00778	21.62076	0.884343206164118	NA
1650	2.4291	3.19861	1.65478	2.79841	3.37574	3.56159	21.62076	22.23285	0.883059207577723	NA
Trachypithecus_francoisi	9.00454	3.26957	9.00454	3.26957	9.00454	3.26957	28.62196	29.23297	0.881501096933569	NA
1838	8.3537	1.97737	8.2048	1.87327	8.47628	2.85426	20.21792	20.8287	0.881169277074161	NA
1617	3.04969	2.32707	1.84233	1.81395	4.14262	2.88657	17.01211	17.62189	0.879726582033275	NA
2013	3.88202	1.43778	2.93794	0.940637	4.89439	1.94974	12.5087	13.11834	0.879524604727546	NA
2109	4.31668	1.66973	2.93877	1.0787	5.76541	2.23395	14.33506	14.94439	0.879077369264873	NA
1748	8.73288	3.27907	8.26734	3.03966	9.14554	3.51511	28.4073	29.01635	0.878673414653427	NA
Saguinus_geoffroyi	6.21321	3.02042	6.21321	3.02042	6.21321	3.02042	24.33573	24.94463	0.878457010397291	NA
1642	1.86735	2.60708	1.24419	2.27438	2.538	2.97223	17.50983	18.11592	0.874403037332392	NA
Paraechinus_aethiopicus	5.86477	1.84055	5.86477	1.84055	5.86477	1.84055	16.90807	17.5141	0.874316475629939	NA
Tragelaphus_angasii	11.6952	2.91777	11.6952	2.91777	11.6952	2.91777	29.20182	29.8061	0.87179175930838	NA
Tamias_ruficaudus	4.31749	2.07944	4.31749	2.07944	4.31749	2.07944	16.79413	17.39826	0.871575355052247	NA
Rucervus_eldii	11.7159	3.02042	11.7159	3.02042	11.7159	3.02042	29.83842	30.43582	0.861866017427069	NA
1860	4.20156	2.21231	3.78554	1.93165	4.70654	2.45863	17.47542	18.07269	0.861678467071751	NA
1583	3.16458	2.55944	1.71316	1.77486	5.06949	3.35954	18.52122	19.11419	0.855474878395931	NA
Leontocebus_nigricollis	6.25229	3.00568	6.25229	3.00568	6.25229	3.00568	24.28637	24.87591	0.85052643440568	NA
Vulpes_rueppellii	8.0864	2.66026	8.0864	2.66026	8.0864	2.66026	24.04796	24.63728	0.850209041496683	NA
1955	6.08957	1.86436	5.47727	1.55304	6.81058	2.22635	17.27573	17.8643	0.849127020216017	NA
Rupicapra_rupicapra	10.5321	3.09104	10.5321	3.09104	10.5321	3.09104	29.07834	29.66454	0.845707832969111	NA
1503	8.50615	2.75403	8.0312	2.50642	9.10389	2.97216	25.03033	25.61421	0.842360780474252	NA
1172	2.92159	1.04605	1.40563	0.393497	4.39641	1.76063	9.19789	9.78095	0.841177770540718	NA
1474	10.4281	2.73737	9.74942	2.42117	11.1382	3.00015	26.85232	27.43506	0.840716108127637	NA
1735	5.83664	2.77947	5.61383	2.64794	6.09496	2.91894	22.51346	23.09586	0.840225591813734	NA
2122	5.64754	2.21154	3.82667	1.35648	7.43035	3.05498	18.91678	19.49905	0.840038041458421	NA
Vulpes_velox	7.78322	2.99573	7.78322	2.99573	7.78322	2.99573	25.7576	26.33965	0.839720648549417	NA
1906	4.00547	1.72959	2.88452	1.25824	5.15649	2.25703	14.38301	14.96462	0.83908586273143	NA
2258	9.54336	2.73027	8.58132	2.56125	10.0863	2.90628	25.92498	26.50584	0.838003841450764	NA
1633	2.55213	2.72994	1.57865	2.20511	3.61257	3.35681	18.93177	19.51001	0.834223980443635	NA
1895	6.19405	2.61949	5.74917	2.37986	6.64676	2.86489	21.91099	22.48903	0.833935441435457	NA
Hoolock_hoolock	8.83565	3.71357	8.83565	3.71357	8.83565	3.71357	31.11707	31.69321	0.831194320857769	NA
Dasyurus_hallucatus	6.2634	1.77495	6.2634	1.77495	6.2634	1.77495	16.9131	17.48817	0.829650637164018	NA
1228	12.6102	3.27475	12.0785	3.05085	13.1723	3.51644	32.2587	32.83364	0.829463086808694	NA
Ateles_belzebuth	8.92731	3.61092	8.92731	3.61092	8.92731	3.61092	30.59283	31.16494	0.82538025984298	NA
1494	10.6159	2.93006	9.77697	2.71829	11.4722	3.15339	28.19626	28.76834	0.825336978991764	NA
Marmosa_robinsoni	4.31749	1.60944	4.31749	1.60944	4.31749	1.60944	13.97413	14.54581	0.824759900975401	NA
1267	8.48408	2.95034	7.5016	2.56427	9.44279	3.34424	26.18612	26.75555	0.821513837133402	NA
1771	9.01842	3.45141	8.26268	3.13831	9.72168	3.73997	29.72688	30.29627	0.821456129331764	NA
2057	2.44647	0.776538	1.8424	0.459561	3.06541	1.12967	7.105698	7.670144	0.814323445049613	NA
1511	10.2075	2.85787	9.93983	2.65204	10.4811	3.05323	27.35472	27.91814	0.812843239937656	NA
2053	3.53468	1.65903	2.46476	1.21448	4.62238	2.20095	13.48886	14.05153	0.811761218656994	NA
Arvicola_sapidus	5.39358	1.25276	5.39358	1.25276	5.39358	1.25276	12.91014	13.47073	0.808760412971942	NA
1179	2.40853	0.833222	1.17051	0.22565	3.818	1.44002	7.407862	7.966518	0.805970240762864	NA
Acinonyx_jubatus	10.8874	3.02042	10.8874	3.02042	10.8874	3.02042	29.00992	29.56824	0.805485495229121	NA
Ovis_ammon	11.9829	2.82138	11.9829	2.82138	11.9829	2.82138	28.91118	29.46826	0.803696553378423	NA
Macaca_nigra	8.98281	3.52636	8.98281	3.52636	8.98281	3.52636	30.14097	30.69733	0.802657812948986	NA
1266	7.16132	3.21741	6.85517	3.05123	7.50719	3.38337	26.46578	27.02111	0.80117183705687	NA
Xerospermophilus_mohavensis	5.01064	2.05412	5.01064	2.05412	5.01064	2.05412	17.33536	17.88898	0.798704828536945	NA
Dicrostonyx_groenlandicus	4.18965	1.19392	4.18965	1.19392	4.18965	1.19392	11.35317	11.90394	0.794593147670415	NA
Poliocitellus_franklinii	6.12905	1.97408	6.12905	1.97408	6.12905	1.97408	17.97353	18.52042	0.788995490911763	NA
Cercopithecus_hamlyni	8.39503	3.35341	8.39503	3.35341	8.39503	3.35341	28.51549	29.06056	0.786369785937346	NA
1298	9.33518	2.8582	8.72702	2.59065	9.91967	3.19213	26.48438	27.02733	0.783311272450661	NA
Arctonyx_collaris	9.25913	2.76001	9.25913	2.76001	9.25913	2.76001	25.81919	26.35961	0.779661253997219	NA
2126	5.7219	1.99588	4.57241	1.30362	6.91978	2.82845	17.69718	18.23631	0.777800177394464	NA
1374	12.4915	3.53423	12.2803	3.36373	12.7642	3.71114	33.69688	34.2351	0.776487324907258	NA
1975	2.44798	1.72349	1.90867	1.35927	3.17385	2.09138	12.78892	13.3268	0.775996808593355	NA
1244	12.1469	3.44623	11.6432	3.18685	12.6756	3.68064	32.82428	33.36104	0.774380990147556	NA
Felis_margarita	7.94568	2.63189	7.94568	2.63189	7.94568	2.63189	23.73702	24.27303	0.773298968866897	NA
Cercopithecus_nictitans	8.60612	3.43399	8.60612	3.43399	8.60612	3.43399	29.21006	29.745	0.771755285173143	NA
Equus_zebra	12.5981	3.50255	12.5981	3.50255	12.5981	3.50255	33.6134	34.1466	0.769244995801998	NA
Setonix_brachyurus	8.16052	2.62467	8.16052	2.62467	8.16052	2.62467	23.90854	24.44155	0.768970883744224	NA
1996	4.57935	1.82582	3.56553	1.33035	5.6883	2.26125	15.53427	16.06615	0.767340638348021	NA
Ovis_dalli	11.1996	2.97553	11.1996	2.97553	11.1996	2.97553	29.05278	29.58396	0.766330751819396	NA
Oryx_leucoryx	11.7064	3.03495	11.7064	3.03495	11.7064	3.03495	29.9161	30.44562	0.763935878051527	NA
1841	7.0209	2.11169	6.51422	1.86747	7.52832	2.36517	19.69104	20.2205	0.76384931634907	NA
1995	4.67671	1.89824	3.51146	1.37326	5.86901	2.43761	16.06615	16.5944	0.762103655349595	NA
1404	15.8064	3.77764	11.8712	3.37873	17.082	4.24604	38.47224	39.00018	0.761656419886918	NA
1531	9.64588	2.70949	9.26814	2.49202	10.0106	2.92859	25.90282	26.43073	0.761613139035688	NA
Gazella_cuvieri	9.76996	2.8848	9.76996	2.8848	9.76996	2.8848	27.07876	27.60608	0.760761948961573	NA
Vampyrum_spectrum	5.14522	1.8718	5.14522	1.8718	5.14522	1.8718	16.37602	16.90304	0.760329140449304	NA
Glaucomys_sabrinus	5.00395	2.65324	5.00395	2.65324	5.00395	2.65324	20.92339	21.44932	0.758756602854731	NA
Dipodomys_heermanni	4.17439	2.11626	4.17439	2.11626	4.17439	2.11626	16.87195	17.39676	0.757140784408939	NA
1917	6.47335	2.37868	4.7064	1.71168	8.25118	3.0302	20.74543	21.26863	0.754818045393101	NA
Thylogale_billardierii	8.6769	2.30259	8.6769	2.30259	8.6769	2.30259	22.49244	23.00943	0.745858909189181	NA
1169	5.85022	1.94398	5.34123	1.71123	6.49658	2.22169	17.5141	18.03051	0.745022146065466	NA
Ursus_americanus	11.9463	3.52636	11.9463	3.52636	11.9463	3.52636	33.10446	33.61926	0.742699407049635	NA
Capra_falconeri	10.9023	2.94969	10.9023	2.94969	10.9023	2.94969	28.60044	29.114	0.740910465198937	NA
Petaurista_petaurista	7.46737	2.77259	7.46737	2.77259	7.46737	2.77259	24.10291	24.61542	0.739395635406005	NA
Cercopithecus_pogonias	8.18312	3.29584	8.18312	3.29584	8.18312	3.29584	27.95816	28.46877	0.736654514828309	NA
1300	9.15724	2.65263	8.45273	2.42457	9.80442	2.92102	25.07302	25.58229	0.73472130347352	NA
Rhabdomys_pumilio	3.93183	1.50408	3.93183	1.50408	3.93183	1.50408	12.95631	13.4651	0.734028809853896	NA
Rhinoceros_sondaicus	14.3751	3.68888	14.3751	3.68888	14.3751	3.68888	36.50838	37.01674	0.73340845098631	NA
1682	6.08171	2.89309	5.12738	2.4745	7.1041	3.31659	23.44025	23.94826	0.732903507722	NA
1660	2.33211	2.47694	2.1163	2.30601	2.57893	3.64219	17.19375	17.69635	0.725098527550795	NA
1499	9.80893	2.7801	8.74971	2.51077	10.646	3.01178	26.48953	26.9911	0.723612551658675	NA
1824	8.40147	3.36573	8.0136	3.08694	8.77636	3.57874	28.59585	29.09665	0.722501676477194	NA
1340	8.11051	2.82348	7.44793	2.31418	8.85675	3.20313	25.05139	25.54899	0.717885052346347	NA
2148	7.65066	2.60329	5.42861	1.48296	9.66914	3.53714	23.2704	23.76701	0.716456784255868	NA
Martes_flavigula	7.8259	2.77259	7.8259	2.77259	7.8259	2.77259	24.46144	24.95615	0.71371566367818	NA
1627	2.78499	2.22043	1.80039	1.64858	3.97454	2.81053	16.10757	16.60186	0.713109731761008	Molossidae
Herpestes_javanicus	6.68461	2.8094	6.68461	2.8094	6.68461	2.8094	23.54101	24.03518	0.712936608356102	NA
Atelocynus_microtis	9.15905	2.47654	9.15905	2.47654	9.15905	2.47654	24.01829	24.51207	0.712373957290147	NA
Conepatus_chinga	8.13153	2.30259	8.13153	2.30259	8.13153	2.30259	21.94707	22.43533	0.704410280664444	NA
1149	5.7118	2.42739	4.41412	1.88025	6.99462	2.99128	20.27614	20.76322	0.702707900516195	NA
2262	8.52859	2.33238	7.99639	2.05856	9.09084	2.60856	22.52287	23.00943	0.701957699094926	NA
2254	9.61914	2.81445	9.04693	2.6078	10.1095	3.02552	26.50584	26.98998	0.698466377095983	NA
Callosciurus_caniceps	5.57939	2.6174	5.57939	2.6174	5.57939	2.6174	21.28379	21.76719	0.697398782765728	NA
Dorcatragus_megalotis	9.29818	2.63906	9.29818	2.63906	9.29818	2.63906	25.13254	25.61421	0.694902920344987	NA
Callithrix_geoffroyi	5.83481	2.8679	5.83481	2.8679	5.83481	2.8679	23.04221	23.52136	0.691267328841946	NA
Cerdocyon_thous	8.77956	2.5416	8.77956	2.5416	8.77956	2.5416	24.02916	24.5074	0.689954476354735	NA
Ourebia_ourebi	9.75186	2.76632	9.75186	2.76632	9.75186	2.76632	26.34978	26.82758	0.689319690536742	NA
2055	3.20099	1.56871	2.42823	1.16399	4.23241	2.10174	12.61325	13.09079	0.688944589826114	NA
Kobus_megaceros	11.4076	3.04927	11.4076	3.04927	11.4076	3.04927	29.70322	30.17948	0.687097940173778	NA
Thylogale_stigmatica	8.41438	2.27213	8.41438	2.27213	8.41438	2.27213	22.04716	22.52287	0.68630445790129	NA
1961	5.46765	2.21884	4.21691	1.69872	6.82756	2.81539	18.78069	19.25275	0.681038621002042	NA
Ochotona_collaris	4.85981	1.79176	4.85981	1.79176	4.85981	1.79176	15.61037	16.08223	0.680750081993867	NA
Pan_paniscus	10.5948	4.00733	10.5948	4.00733	10.5948	4.00733	34.63878	35.11036	0.680346127382421	NA
Stenella_attenuata	11.6307	3.82864	11.6307	3.82864	11.6307	3.82864	34.60254	35.07172	0.676883659284286	NA
Tragelaphus_imberbis	11.4545	2.98568	11.4545	2.98568	11.4545	2.98568	29.36858	29.83718	0.676046896160571	NA
1699	6.1361	2.92383	5.13491	2.51057	7.22235	3.33822	23.67908	24.14438	0.671286002525633	NA
1967	4.78892	1.68439	4.13549	1.33851	5.52962	2.03645	14.89526	15.35768	0.667131040807874	NA
Allactaga_elater	4.07754	1.64866	4.07754	1.64866	4.07754	1.64866	13.9695	14.42868	0.662456708875393	NA
1848	5.68302	2.28993	4.66588	1.78049	6.80889	2.7922	19.4226	19.87923	0.658777836521129	NA
1602	3.48088	2.59856	2.14584	2.06731	4.84617	3.12023	19.07224	19.52853	0.658287320207226	Phyllostomidae
Hyemoschus_aquaticus	9.30565	2.63906	9.30565	2.63906	9.30565	2.63906	25.14001	25.5955	0.65713316417451	NA
1181	2.03397	0.473898	1.24385	0.135275	2.91001	0.890007	4.877358	5.331642	0.655393273955202	NA
1467	10.6264	2.93233	9.88768	2.67612	11.3201	3.16584	28.22038	28.67356	0.653800538630058	NA
Myoprocta_acouchy	6.86158	2.69463	6.86158	2.69463	6.86158	2.69463	23.02936	23.47644	0.645000098880637	NA
2050	4.58942	1.74974	3.57939	1.25654	5.60292	2.21797	15.08786	15.53427	0.644033493203242	NA
Wallabia_bicolor	9.6158	2.82138	9.6158	2.82138	9.6158	2.82138	26.54408	26.98998	0.643297718732391	NA
Macaca_thibetana	9.26795	3.29584	9.26795	3.29584	9.26795	3.29584	29.04299	29.48793	0.641912731493129	NA
Mirounga_angustirostris	14.2855	3.01021	14.2855	3.01021	14.2855	3.01021	32.34676	32.7893	0.638450263395001	NA
1584	2.94646	2.52208	1.52907	1.65076	4.34362	3.51009	18.07894	18.52122	0.63807516268437	NA
1754	7.93923	3.15422	7.35557	2.83348	8.49325	3.49569	26.86455	27.3059	0.636733456296341	NA
2275	7.37126	2.4165	6.77386	2.0669	8.0355	2.81065	21.87026	22.31102	0.635882266222215	NA
2021	4.16722	1.43465	3.25612	1.03935	5.12067	1.83762	12.77512	13.21337	0.632261101669588	NA
Gerbillus_gerbillus	3.4012	1.77495	3.4012	1.77495	3.4012	1.77495	14.0509	14.48506	0.626360478952353	NA
Naemorhedus_goral	10.3656	2.8679	10.3656	2.8679	10.3656	2.8679	27.573	28.0062	0.624975491713094	NA
1322	7.04512	2.79763	6.19434	2.5258	7.67992	3.07642	23.8309	24.26126	0.62087823779698	NA
Sorex_trowbridgii	2.0149	0.405465	2.0149	0.405465	2.0149	0.405465	4.44769	4.877358	0.61987989282868	NA
1939	7.07878	2.34607	5.91797	1.81578	8.37883	2.92789	21.1552	21.5839	0.618483364029096	NA
Phaner_furcifer	6.01584	3.21888	6.01584	3.21888	6.01584	3.21888	25.32912	25.75644	0.616492444872677	NA
Prionailurus_bengalensis	8.51719	2.83321	8.51719	2.83321	8.51719	2.83321	25.51645	25.94333	0.615857659054683	NA
Mustela_eversmanii	7.42905	2.20827	7.42905	2.20827	7.42905	2.20827	20.67867	21.10446	0.614285121460107	NA
1737	6.78098	3.41002	6.45372	3.23091	7.1595	3.57685	27.2411	27.66578	0.612683729964729	NA
1318	6.78253	3.15127	6.22362	2.67718	7.44874	3.49539	25.69015	26.11446	0.612149932799596	NA
1850	5.55282	2.24723	4.08374	1.6619	7.00814	2.91949	19.0362	19.45935	0.610476406552163	NA
2197	6.95683	1.77665	6.2799	1.42236	7.70242	2.09908	17.61673	18.03904	0.60926454271782	NA
Macaca_sylvanus	9.34762	3.37074	9.34762	3.37074	9.34762	3.37074	29.57206	29.99031	0.603407200851812	NA
1582	3.61829	2.58265	1.92976	1.82593	5.36369	3.35434	19.11419	19.52853	0.597766263241933	NA
1540	11.1225	3.04988	10.3409	2.85371	11.8191	3.23517	29.42178	29.83356	0.594072963937258	NA
Connochaetes_gnou	11.9611	3.08191	11.9611	3.08191	11.9611	3.08191	30.45256	30.86384	0.593351616416811	NA
1516	9.97309	2.92473	9.70955	2.55751	10.2656	3.12338	27.52147	27.93032	0.589845867467453	NA
1728	6.4156	3.08654	6.31609	3.02115	6.52531	3.48254	24.93484	25.34334	0.589340924203142	NA
1515	10.6706	2.82258	9.75398	2.68779	10.9615	2.96931	27.60608	28.0136	0.587927083063072	NA
1643	1.82201	2.5473	1.27422	2.21747	2.45143	2.91359	17.10581	17.50983	0.58287765041996	NA
Trachypithecus_pileatus	9.34575	3.22684	9.34575	3.22684	9.34575	3.22684	28.70679	29.11061	0.582589111411778	NA
Leopardus_tigrinus	7.71869	3.08649	7.71869	3.08649	7.71869	3.08649	26.23763	26.6396	0.579920125586135	NA
1950	7.04582	2.40775	6.47021	1.82252	7.65143	2.78713	21.49232	21.89406	0.579588305726734	NA
1820	8.30601	3.36046	8.09034	3.24714	8.5086	3.46544	28.46877	28.87018	0.579112216363242	NA
Conepatus_leuconotus	8.09983	2.32239	8.09983	2.32239	8.09983	2.32239	22.03417	22.43533	0.578751542603012	NA
Microtus_oregoni	3.01308	0.223144	3.01308	0.223144	3.01308	0.223144	4.351944	4.752256	0.577528137208343	NA
Callospermophilus_lateralis	5.06006	2.34181	5.06006	2.34181	5.06006	2.34181	19.11092	19.51057	0.576573073091275	NA
1766	8.71691	3.78979	8.49311	3.63404	8.94356	3.94691	31.45565	31.85526	0.576515365289637	NA
1526	9.73273	2.783	9.26907	2.59075	10.1843	3.01749	26.43073	26.82992	0.575909433372466	NA
2054	3.36155	1.62154	2.36344	1.17484	4.4062	2.14578	13.09079	13.48886	0.57429361492667	NA
Capra_cylindricornis	10.8198	3.00568	10.8198	3.00568	10.8198	3.00568	28.85388	29.24996	0.571422651795302	NA
1151	5.50595	2.36538	3.90083	1.77498	6.95591	2.91834	19.69823	20.09431	0.571422651795302	NA
Mustela_lutreola	6.38012	2.30259	6.38012	2.30259	6.38012	2.30259	20.19566	20.58926	0.567844768093899	NA
1811	9.18642	3.53287	8.74941	3.33834	9.62531	3.74956	30.38364	30.77644	0.566690612061187	NA
Myotis_emarginatus	2.3979	3.12236	2.3979	3.12236	2.3979	3.12236	21.13206	21.52449	0.566156814896058	NA
Myotis_sodalis	2.04122	2.99573	2.04122	2.99573	2.04122	2.99573	20.0156	20.40764	0.565594163830109	NA
Rattus_lutreolus	4.74493	1.4816	4.74493	1.4816	4.74493	1.4816	13.63453	14.02643	0.565392186524384	NA
Mico_humeralifer	5.87437	2.70805	5.87437	2.70805	5.87437	2.70805	22.12267	22.51346	0.563790795029	NA
Onychogalea_unguifera	8.77875	1.70475	8.77875	1.70475	8.77875	1.70475	19.00725	19.39518	0.559664687212056	NA
2166	7.07203	1.42779	6.61205	1.11884	7.56159	1.68651	15.63877	16.02513	0.557399655997859	NA
Monodelphis_adusta	3.58463	1.41099	3.58463	1.41099	3.58463	1.41099	12.05057	12.4338	0.55288402051988	NA
Marmota_monax	8.29405	2.63906	8.29405	2.63906	8.29405	2.63906	24.12841	24.51136	0.552480065908426	NA
Spalacopus_cyanus	4.61373	2.37955	4.61373	2.37955	4.61373	2.37955	18.89103	19.27299	0.551051797817948	NA
Macropus_parryi	9.71112	2.63906	9.71112	2.63906	9.71112	2.63906	25.54548	25.92498	0.54750276801736	NA
Kobus_kob	11.5617	3.0874	11.5617	3.0874	11.5617	3.0874	30.0861	30.46466	0.546146634678919	NA
Allactaga_euphratica	5.44674	1.43508	5.44674	1.43508	5.44674	1.43508	14.05722	14.42868	0.535903499888615	NA
2024	3.80114	1.57694	3.07446	1.22864	4.61163	1.88264	13.26278	13.63352	0.534864759459175	NA
Isoodon_auratus	6.18415	1.90211	6.18415	1.90211	6.18415	1.90211	17.59681	17.96741	0.53466278215345	NA
1567	12.021	3.07077	11.7459	2.95005	12.3102	3.18309	30.44562	30.81612	0.534518512649363	NA
1722	6.2626	3.01206	6.05661	2.91994	6.50517	3.13574	24.33496	24.70428	0.532816132501111	NA
Tarsius_tarsier	5.1242	2.48491	5.1242	2.48491	5.1242	2.48491	20.03366	20.40267	0.532368897038438	NA
1651	2.15454	3.05504	1.4285	2.68241	2.94055	3.44703	20.48478	20.8528	0.530940628947956	NA
Hystrix_africaeaustralis	10.0858	3.13983	10.0858	3.13983	10.0858	3.13983	28.92478	29.2926	0.530652089939785	NA
1462	11.0762	3.06358	10.7045	2.86953	11.5057	3.25134	29.45768	29.82408	0.528603462981714	NA
1432	15.3854	3.7572	14.8061	3.3978	15.99	4.07322	37.9286	38.29456	0.52796867716372	NA
Sylvicapra_grimmia	9.82553	2.73437	9.82553	2.73437	9.82553	2.73437	26.23175	26.59288	0.521000460116234	NA
2188	3.81952	1.53367	3.16513	1.20842	4.51511	1.86503	13.02154	13.38192	0.519918438835564	NA
1472	10.4133	2.86784	9.70293	2.65557	11.1084	3.12012	27.62034	27.98046	0.51954333812494	NA
Bubalus_mindorensis	12.4466	3.3322	12.4466	3.3322	12.4466	3.3322	32.4398	32.79936	0.51873542890204	NA
1427	11.4506	3.78263	11.0395	3.46277	11.8769	3.95794	34.14638	34.50528	0.51778325017505	NA
Jaculus_orientalis	4.92914	1.70475	4.92914	1.70475	4.92914	1.70475	15.15764	15.51633	0.517480284216465	NA
1290	6.89358	2.64759	6.05852	2.14715	8.44653	2.96248	22.77912	23.13521	0.513729277110144	NA
Vulpes_lagopus	8.55641	2.79117	8.55641	2.79117	8.55641	2.79117	25.30343	25.65738	0.510641909722651	NA
Trachypithecus_phayrei	9.03599	3.34286	9.03599	3.34286	9.03599	3.34286	29.09315	29.44552	0.508362451558042	NA
Genetta_maculata	7.70751	2.99573	7.70751	2.99573	7.70751	2.99573	25.68189	26.0324	0.505679038781992	NA
1793	8.90364	3.43007	8.48962	3.2862	9.31363	3.56431	29.48406	29.83302	0.503442861468614	NA
